         6359573 function calls (6209655 primitive calls) in 22.006 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._InstanceOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._IsCallableValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._MatchesReValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._MaxLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._MinLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._NotValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._NumberValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._OptionalValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._ProvidesValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._SubclassOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr._make._AndValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr._version_info.VersionInfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._DeepIterable>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._DeepIterable>:1(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._DeepMapping>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._InValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._InstanceOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._InstanceOfValidator>:1(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._IsCallableValidator>:1(<module>)
        5    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._IsCallableValidator>:1(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._MatchesReValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._MaxLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._MinLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._NotValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._NumberValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._OptionalValidator>:1(<module>)
        2    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._OptionalValidator>:1(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._ProvidesValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._SubclassOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._SubclassOfValidator>:1(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated repr attr._make.Attribute>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr attr._make.Factory>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr attr._make._AndValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr attr._make._CountingAttr>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr attr._version_info.VersionInfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-0>:1(<module>)
    13286    0.129    0.000    0.136    0.000 <frozen importlib._bootstrap>:100(acquire)
   6258/6    0.070    0.000   21.965    3.661 <frozen importlib._bootstrap>:1022(_find_and_load)
2746/2735    0.003    0.000    2.762    0.001 <frozen importlib._bootstrap>:1038(_gcd_import)
3916/1560    0.012    0.000   12.703    0.008 <frozen importlib._bootstrap>:1053(_handle_fromlist)
    13286    0.035    0.000    0.041    0.000 <frozen importlib._bootstrap>:125(release)
     6258    0.005    0.000    0.005    0.000 <frozen importlib._bootstrap>:165(__init__)
     6258    0.010    0.000    0.194    0.000 <frozen importlib._bootstrap>:169(__enter__)
     6258    0.007    0.000    0.030    0.000 <frozen importlib._bootstrap>:173(__exit__)
    13286    0.050    0.000    0.104    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
     8882    0.013    0.000    0.019    0.000 <frozen importlib._bootstrap>:198(cb)
     7028    0.015    0.000    0.089    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
   4184/5    0.006    0.000   21.945    4.389 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
    28707    0.019    0.000    0.019    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
     3546    0.008    0.000    0.008    0.000 <frozen importlib._bootstrap>:357(__init__)
     6503    0.008    0.000    0.142    0.000 <frozen importlib._bootstrap>:391(cached)
     7934    0.009    0.000    0.013    0.000 <frozen importlib._bootstrap>:404(parent)
     3338    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:412(has_location)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
     3233    0.007    0.000    0.007    0.000 <frozen importlib._bootstrap>:48(_new_module)
     3338    0.027    0.000    0.214    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
3338/3197    0.014    0.000    1.080    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
   3336/5    0.030    0.000   21.950    4.390 <frozen importlib._bootstrap>:664(_load_unlocked)
     8882    0.018    0.000    0.048    0.000 <frozen importlib._bootstrap>:71(__init__)
     3512    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:746(find_spec)
       22    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:770(create_module)
       22    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:778(exec_module)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
     3490    0.003    0.000    0.007    0.000 <frozen importlib._bootstrap>:826(find_spec)
    14147    0.007    0.000    0.009    0.000 <frozen importlib._bootstrap>:893(__enter__)
    14147    0.009    0.000    0.012    0.000 <frozen importlib._bootstrap>:897(__exit__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:902(_resolve_name)
     3512    0.059    0.000    4.442    0.001 <frozen importlib._bootstrap>:921(_find_spec)
     2746    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
   3550/5    0.029    0.000   21.964    4.393 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
     3221    0.005    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
     3213    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
     3213    0.026    0.000    1.707    0.001 <frozen importlib._bootstrap_external>:1070(get_data)
     3213    0.010    0.000    1.109    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
       81    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
    79/65    0.001    0.000    0.744    0.011 <frozen importlib._bootstrap_external>:1174(create_module)
    79/69    0.000    0.000    0.076    0.001 <frozen importlib._bootstrap_external>:1182(exec_module)
    27148    0.028    0.000    0.038    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1219(__init__)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1226(_find_parent_path_names)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1236(_get_parent_path)
        8    0.000    0.000    0.009    0.001 <frozen importlib._bootstrap_external>:1240(_recalculate)
        8    0.000    0.000    0.009    0.001 <frozen importlib._bootstrap_external>:1254(__iter__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1304(exec_module)
     6426    0.021    0.000    0.050    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
    19278    0.011    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      391    0.004    0.000    0.284    0.001 <frozen importlib._bootstrap_external>:1343(_path_hooks)
     5650    0.012    0.000    0.297    0.000 <frozen importlib._bootstrap_external>:1356(_path_importer_cache)
     3491    0.028    0.000    4.345    0.001 <frozen importlib._bootstrap_external>:1399(_get_spec)
    13678    0.018    0.000    4.725    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
     3490    0.009    0.000    4.345    0.001 <frozen importlib._bootstrap_external>:1431(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1471(find_distributions)
      396    0.004    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
     4696    0.014    0.000    1.577    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
     3148    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
       16    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1516(find_loader)
     3300    0.013    0.000    0.083    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
     5378    0.097    0.000    4.033    0.001 <frozen importlib._bootstrap_external>:1536(find_spec)
      396    0.012    0.000    0.172    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
     4280    0.006    0.000    1.449    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
      396    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1616(<setcomp>)
      392    0.002    0.000    0.141    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
      416    0.001    0.000    0.135    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
     3696    0.015    0.000    0.035    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
     6426    0.042    0.000    0.201    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
     3290    0.010    0.000    0.133    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
     3213    0.008    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
       16    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:565(_find_module_shim)
     3213    0.017    0.000    0.030    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
     3213    0.007    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
     5378    0.012    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
     3213    0.017    0.000    0.558    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
     3300    0.025    0.000    0.065    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
     9639    0.012    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
     3213    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:874(create_module)
   3213/5    0.020    0.000   21.950    4.390 <frozen importlib._bootstrap_external>:877(exec_module)
     3213    0.073    0.000    3.583    0.001 <frozen importlib._bootstrap_external>:950(get_code)
    27148    0.248    0.000    0.375    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
      392    0.005    0.000    0.140    0.000 <frozen zipimport>:64(__init__)
      556    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 <string>:1(error)
        1    0.000    0.000    0.000    0.000 <string>:11(com_error)
        6    0.000    0.000    0.000    0.000 <string>:2(__hash__)
      166    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.001    0.001 ElementPath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementPath.py:350(_SelectorContext)
        2    0.000    0.000    0.019    0.009 ElementTree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:106(ParseError)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1109(_ListDataStream)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1276(XMLPullParser)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1393(TreeBuilder)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1515(XMLParser)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1785(C14NWriterTarget)
        1    0.000    0.000    0.004    0.004 ElementTree.py:36(_get_py3_cls)
        1    0.000    0.000    0.000    0.000 ElementTree.py:477(QName)
        1    0.000    0.000    0.000    0.000 ElementTree.py:525(ElementTree)
        1    0.000    0.000    0.000    0.000 ElementTree.py:79(DefusedXMLParser)
        1    0.000    0.000    0.022    0.022 ExifTags.py:1(<module>)
        1    0.000    0.000    0.004    0.004 ExifTags.py:21(Base)
        1    0.000    0.000    0.001    0.001 ExifTags.py:295(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ExifTags.py:305(GPS)
        1    0.000    0.000    0.000    0.000 ExifTags.py:341(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ExifTags.py:344(Interop)
        1    0.000    0.000    0.000    0.000 ExifTags.py:352(IFD)
        1    0.000    0.000    0.000    0.000 ExifTags.py:360(LightSource)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:101(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:66(GradientFile)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:23(GimpPaletteFile)
        1    0.000    0.000    0.085    0.085 Image.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:138(Transpose)
        1    0.000    0.000    0.000    0.000 Image.py:149(Transform)
        1    0.000    0.000    0.000    0.000 Image.py:158(Resampling)
        1    0.000    0.000    0.000    0.000 Image.py:177(Dither)
        1    0.000    0.000    0.000    0.000 Image.py:185(Palette)
        1    0.000    0.000    0.000    0.000 Image.py:190(Quantize)
        1    0.000    0.000    0.000    0.000 Image.py:2853(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 Image.py:2862(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 Image.py:3418(register_open)
        1    0.000    0.000    0.000    0.000 Image.py:3434(register_mime)
        1    0.000    0.000    0.000    0.000 Image.py:3449(register_save)
        1    0.000    0.000    0.000    0.000 Image.py:3460(register_save_all)
        2    0.000    0.000    0.000    0.000 Image.py:3472(register_extension)
        1    0.000    0.000    0.000    0.000 Image.py:3483(register_extensions)
        1    0.000    0.000    0.000    0.000 Image.py:3592(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 Image.py:3628(Exif)
        1    0.000    0.000    0.000    0.000 Image.py:427(_E)
        1    0.000    0.000    0.000    0.000 Image.py:470(Image)
        1    0.000    0.000    0.000    0.000 Image.py:66(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 Image.py:70(DecompressionBombError)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageDraw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageDraw.py:48(ImageDraw)
        1    0.000    0.000    0.004    0.004 ImageEnhance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:25(_Enhance)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:40(Color)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:58(Contrast)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:75(Brightness)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:91(Sharpness)
        1    0.000    0.000    0.003    0.003 ImageFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageFile.py:105(ImageFile)
        1    0.000    0.000    0.000    0.000 ImageFile.py:350(StubImageFile)
        1    0.000    0.000    0.000    0.000 ImageFile.py:380(Parser)
        1    0.000    0.000    0.000    0.000 ImageFile.py:607(PyCodecState)
        1    0.000    0.000    0.000    0.000 ImageFile.py:618(PyCodec)
        1    0.000    0.000    0.000    0.000 ImageFile.py:690(PyDecoder)
        1    0.000    0.000    0.000    0.000 ImageFile.py:740(PyEncoder)
        1    0.000    0.000    0.000    0.000 ImageFile.py:93(_Tile)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:109(MinFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:124(MaxFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:139(ModeFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:157(GaussianBlur)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:180(BoxBlur)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:214(UnsharpMask)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:22(Filter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:240(BLUR)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:253(CONTOUR)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:26(MultibandFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:264(DETAIL)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:275(EDGE_ENHANCE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:286(EDGE_ENHANCE_MORE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:297(EMBOSS)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:30(BuiltinFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:308(FIND_EDGES)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:319(SHARPEN)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:330(SMOOTH)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:341(SMOOTH_MORE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:354(Color3DLUT)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:38(Kernel)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:69(RankFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:94(MedianFilter)
        1    0.000    0.000    0.072    0.072 ImageFont.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageFont.py:191(FreeTypeFont)
        1    0.000    0.000    0.000    0.000 ImageFont.py:43(Layout)
        1    0.000    0.000    0.000    0.000 ImageFont.py:700(TransposedFont)
        1    0.000    0.000    0.000    0.000 ImageFont.py:81(ImageFont)
        1    0.000    0.000    0.000    0.000 ImageMode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:21(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 ImageOps.py:1(<module>)
        1    0.000    0.000    0.008    0.008 ImagePalette.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:25(ImagePalette)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:24(Iterator)
        1    0.000    0.000    0.000    0.000 ImageStat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageStat.py:28(Stat)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:20(PaletteFile)
        1    0.000    0.000    0.020    0.020 PngImagePlugin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1069(_idat)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1080(_fdat)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:120(Blend)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:151(ChunkStream)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:240(iTXt)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:262(PngInfo)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:346(PngStream)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:700(PngImageFile)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:99(Disposal)
        1    0.000    0.000    0.001    0.001 TiffTags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:24(TagInfo)
      147    0.000    0.000    0.000    0.000 TiffTags.py:27(__new__)
        1    0.000    0.000    0.000    0.000 TiffTags.py:421(_populate)
        1    0.000    0.000    0.000    0.000 _VF.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _VF.py:19(VFModule)
        1    0.000    0.000    0.000    0.000 _VF.py:22(__init__)
       19    0.000    0.000    0.000    0.000 _VF.py:26(__getattr__)
        5    0.000    0.000    0.000    0.000 __about__.py:1(<module>)
        3    0.000    0.000    0.140    0.047 __config__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
    429/1    0.000    0.000    0.000    0.000 __config__.py:14(_cleanup)
    347/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
     49/1    0.000    0.000    0.000    0.000 __config__.py:20(<dictcomp>)
     39/1    0.000    0.000    0.000    0.000 __config__.py:25(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __config__.py:9(DisplayModes)
        1    0.000    0.000    0.000    0.000 __config__.py:95(<listcomp>)
        1    0.000    0.000    0.000    0.000 __config__.py:98(<listcomp>)
        2    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
      422    0.801    0.002   88.075    0.209 __init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:10(NBitBase)
       11    0.000    0.000    0.000    0.000 __init__.py:10(partialclass)
       29    0.000    0.000    0.000    0.000 __init__.py:100(<dictcomp>)
      164    0.000    0.000    0.000    0.000 __init__.py:100(section_pairs)
       37    0.000    0.000    0.000    0.000 __init__.py:1002(_make_elementwise_binary_reference)
        3    0.000    0.000    0.000    0.000 __init__.py:101(_nvml_based_avail)
        8    0.000    0.000    0.000    0.000 __init__.py:1010(__getitem__)
       37    0.001    0.000    0.021    0.001 __init__.py:1012(inner)
      165    0.000    0.000    0.079    0.000 __init__.py:1018(<genexpr>)
      343    0.000    0.000    0.003    0.000 __init__.py:102(<genexpr>)
        7    0.000    0.000    0.000    0.000 __init__.py:102(CFunctionType)
     1328    0.010    0.000    0.079    0.000 __init__.py:1021(add)
        1    0.000    0.000    0.000    0.000 __init__.py:103(Any)
        8    0.000    0.000    0.000    0.000 __init__.py:1030(best_match)
        1    0.000    0.000    0.000    0.000 __init__.py:105(PEP440Warning)
        1    0.000    0.000    0.001    0.001 __init__.py:105(_delvewheel_patch_1_5_2)
        3    0.000    0.000    0.000    0.000 __init__.py:105(is_available)
        1    0.000    0.000    0.000    0.000 __init__.py:1057(StreamHandler)
        8    0.000    0.000    0.000    0.000 __init__.py:1058(obtain)
        1    0.000    0.000    0.000    0.000 __init__.py:106(__version__)
        1    0.000    0.000    0.001    0.001 __init__.py:106(_delvewheel_patch_1_6_0)
        1    0.000    0.000    0.000    0.000 __init__.py:1064(_CudaBase)
       22    0.000    0.000    0.000    0.000 __init__.py:1066(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:107(GArray)
2744/2735    0.004    0.000    2.767    0.001 __init__.py:108(import_module)
      343    0.001    0.000    0.001    0.000 __init__.py:108(read)
        1    0.000    0.000    0.000    0.000 __init__.py:1081(_CudaLegacyStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1096(ByteStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:11(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:11(_PyAwaitMeta)
        1    0.000    0.000    0.000    0.000 __init__.py:11(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:11(is_built)
        1    0.000    0.000    0.000    0.000 __init__.py:110(DeQuantize)
        1    0.000    0.000    0.000    0.000 __init__.py:1100(ExtractionError)
        7    0.000    0.000    0.000    0.000 __init__.py:1100(_check_with)
        1    0.000    0.000    0.000    0.000 __init__.py:1107(DoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1116(ResourceManager)
        1    0.000    0.000    0.000    0.000 __init__.py:1118(FloatStorage)
